genome_id,genome_name,antibiotic,phenotype,measurement,measurement_sign,measurement_value,measurement_unit,testing_standard,testing_standard_year,genome_status,genome_quality,contigs,size,gc_content,contig_n50,check_m_completeness,check_m_contamination,genome_quality_flags,strain,isolation_country,collection_year,host_name,isolation_source
573.39752,Klebsiella pneumoniae strain ER17974.3,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5605979,56.90478,5371012,99.78,0.66,NA,ER17974.3,USA,2020,Homo sapiens,blood
573.39753,Klebsiella pneumoniae strain 1678,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5634152,57.014435,5359452,99.78,NA,NA,1678,China,2021,Homo sapiens,NA
573.39823,Klebsiella pneumoniae strain TUM12131,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5430173,57.410877,5291452,99.78,NA,NA,TUM12131,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39824,Klebsiella pneumoniae strain TUM12133,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5424619,57.442467,5287018,99.78,0.11,NA,TUM12133,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39825,Klebsiella pneumoniae strain TUM12134,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5435736,57.421314,5289554,99.78,NA,NA,TUM12134,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39826,Klebsiella pneumoniae strain TUM12140,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5500734,57.35451,5353112,99.78,NA,NA,TUM12140,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39827,Klebsiella pneumoniae strain TUM12132,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5423150,57.442005,5285504,99.78,NA,NA,TUM12132,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39828,Klebsiella pneumoniae strain TUM12135,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5430008,57.433285,5283814,99.78,NA,NA,TUM12135,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39829,Klebsiella pneumoniae strain TUM12139,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5498736,57.35498,5351725,99.78,NA,NA,TUM12139,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.3983,Klebsiella pneumoniae strain TUM12138,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5639316,56.958717,5285311,99.78,NA,NA,TUM12138,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39831,Klebsiella pneumoniae strain TUM12130,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5486650,57.348328,5351115,99.78,NA,NA,TUM12130,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39832,Klebsiella pneumoniae strain TUM12129,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5492599,57.346405,5353460,99.78,0.11,NA,TUM12129,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39833,Klebsiella pneumoniae strain TUM12136,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5490704,57.34815,5353096,99.78,NA,NA,TUM12136,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39834,Klebsiella pneumoniae strain TUM12128,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5497176,57.359287,5307822,99.78,NA,NA,TUM12128,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39835,Klebsiella pneumoniae strain TUM12137,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5644338,56.968594,5285684,99.78,NA,NA,TUM12137,Japan,2012,Homo sapiens,one patient and Morganella morgannii
573.39836,Klebsiella pneumoniae strain TUM12126,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5427774,57.423374,5290154,99.78,NA,NA,TUM12126,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39837,Klebsiella pneumoniae strain TUM12127,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5489404,57.349266,5352049,99.78,NA,NA,TUM12127,Japan,2011,Homo sapiens,one patient and Morganella morgannii
573.39838,Klebsiella pneumoniae strain Colony508,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5540574,57.971085,5540574,99.78,0.11,NA,Colony508,Thailand,NA,NA,food
573.3984,Klebsiella pneumoniae,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5497511,57.03172,5497511,99.78,NA,NA,Klebsiella pneumoniae,Netherlands,2016,Homo sapiens,human
573.4029,Klebsiella pneumoniae strain BR,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5420718,57.31,5344467,100,0.3,NA,BR,China,2015,"Human, Homo sapiens",NA
573.40291,Klebsiella pneumoniae strain F726925,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5730718,57.200893,5459732,99.78,NA,NA,F726925,China,2015,Homo sapiens,NA
573.403,Klebsiella pneumoniae strain KPNIH39,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5779669,56.94,5351509,100,NA,NA,KPNIH39,USA,2014,"Human, Homo sapiens",NA
573.40306,Klebsiella pneumoniae strain KP_NORM_BLD_2012_85054,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5531852,57.293705,5280684,99.78,NA,NA,KP_NORM_BLD_2012_85054,Norway,2012,Homo sapiens,blood
573.40307,Klebsiella pneumoniae strain KP_NORM_BLD_2014_96855,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5671312,57.03758,5222179,99.78,NA,NA,KP_NORM_BLD_2014_96855,Norway,2014,Homo sapiens,blood
573.40308,Klebsiella pneumoniae strain KP_NORM_BLD_2015_115359,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5544555,57.242104,5278596,99.78,0.11,NA,KP_NORM_BLD_2015_115359,Norway,2015,Homo sapiens,blood
573.40309,Klebsiella pneumoniae strain KP_NORM_BLD_2010_71621,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5574001,57.297928,5316617,99.78,0.11,NA,KP_NORM_BLD_2010_71621,Norway,2010,Homo sapiens,blood
573.4031,Klebsiella pneumoniae strain Kpn223,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5536135,57.17,5365209,100,1,NA,Kpn223,USA,2013,"Human, Homo sapiens",NA
573.40315,Klebsiella pneumoniae strain KP18-1,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5806059,57.049023,5637015,99.78,NA,NA,KP18-1,China,2018,Homo sapiens,blood
573.40316,Klebsiella pneumoniae strain KP18-8,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5830562,56.781918,5430143,99.78,0.22,NA,KP18-8,China,2018,Homo sapiens,blood
573.40317,Klebsiella pneumoniae strain KP18-2138,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5773264,57.116096,5613572,99.78,NA,NA,KP18-2138,China,2018,Homo sapiens,blood
573.40318,Klebsiella pneumoniae strain KP18-238,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5848221,57.05328,5588877,99.78,NA,NA,KP18-238,China,2018,Homo sapiens,blood
573.40319,Klebsiella pneumoniae strain KP18-2050,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,6021475,56.885963,5628504,99.78,NA,NA,KP18-2050,China,2018,Homo sapiens,blood
573.4032,Klebsiella pneumoniae strain Kpn555,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5730336,56.99,5336571,99.7,NA,NA,Kpn555,USA,2014,"Human, Homo sapiens",NA
573.40321,Klebsiella pneumoniae strain KP18-2172,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5751691,57.1127,5575299,99.78,NA,NA,KP18-2172,China,2018,Homo sapiens,blood
573.40322,Klebsiella pneumoniae strain KP18-2113,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5814793,56.9191,5484309,99.78,0.22,NA,KP18-2113,China,2018,Homo sapiens,blood
573.40323,Klebsiella pneumoniae strain KP19-2196,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,6005752,56.906845,5590347,99.78,NA,NA,KP19-2196,China,2019,Homo sapiens,Hydrothorax
573.40324,Klebsiella pneumoniae strain KP18-2073,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,6013359,56.899563,5629305,99.78,NA,NA,KP18-2073,China,2018,Homo sapiens,blood
573.4033,Klebsiella pneumoniae strain GIMC1002:Kpn-3Ts64,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5777346,56.71978,5427711,99.78,NA,NA,GIMC1002:Kpn-3Ts64,Russia,2016,Homo sapiens,sputum
573.40347,Klebsiella pneumoniae strain NC-01 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5285874,57.41024,5285874,99.78,NA,NA,NA,USA,2015,Bovine,Mastitis-milk
573.40348,Klebsiella pneumoniae strain PA-01 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5215871,57.632214,5215871,99.78,NA,NA,NA,USA,2015,Bovine,Mastitis-milk
573.40349,Klebsiella pneumoniae strain MN-03 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5246481,57.260666,5246481,99.78,NA,NA,NA,USA,2014,Bovine,Mastitis-milk
573.4035,Klebsiella pneumoniae strain IA-044 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5176739,57.554207,5176739,99.78,NA,NA,NA,USA,2015,Bovine,Mastitis-milk
573.40351,Klebsiella pneumoniae strain IA-021 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5213552,57.58978,5213552,99.78,NA,NA,NA,USA,2015,Bovine,Mastitis-milk
573.40352,Klebsiella pneumoniae strain CT-04 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5310315,57.55717,5310315,99.78,NA,NA,NA,USA,2017,Bovine,Mastitis-milk
573.40353,Klebsiella pneumoniae strain NY-06 strain not applicable,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5281403,57.552074,5281403,99.78,NA,NA,NA,USA,2016,Bovine,Mastitis-milk
573.40354,Klebsiella pneumoniae strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97) strain SCAID PHRX1-2021 (13/97),meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5716056,57.151314,5498275,99.78,1.32,NA,SCAID PHRX1-2021 (13/97),Kazakhstan,2021,Homo sapiens,Swab from Pharynx
573.40355,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5576938,57.197678,5319600,99.78,NA,NA,SCAID PHRX2-2021 (20/245),Kazakhstan,2021,Homo sapiens,Swab from Pharynx
573.40356,Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226),meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5642663,57.177773,5153521,99.78,0.66,NA,SCAID TST1-2021 (15/226),Kazakhstan,2021,Homo sapiens,Swab from tracheostomic tube
573.4038,Klebsiella pneumoniae strain KPNIH36,meropenem,Susceptible,<=25,<=,25,mg/L,NA,NA,Complete,Good,4,5681468,57.23,5393897,100,NA,NA,KPNIH36,USA,2013,"Human, Homo sapiens",NA
573.4039,Klebsiella pneumoniae strain TH1,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,3,5495471,57.13,5220846,100,0.3,NA,TH1,China,2014,Human,human fecal sample
573.40465,Klebsiella pneumoniae strain K-1L,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5730830,56.780136,5420142,99.78,NA,NA,K-1L,China,2019,swine,NA
573.40471,Klebsiella pneumoniae strain R32,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5470778,57.17203,5470778,99.78,0.11,NA,R32,NA,2021,NA,Waste water
573.40472,Klebsiella pneumoniae strain KP294,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5657623,57.05108,5260182,99.78,0.11,NA,KP294,China,2020,Homo sapiens,secretion
573.41215,Klebsiella pneumoniae strain b1-2L,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5718265,56.817078,5419314,99.78,NA,NA,b1-2L,China,2019,swine,NA
573.41281,Klebsiella pneumoniae strain B17602,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5450177,57.33445,5189356,99.78,NA,NA,B17602,NA,2015,Homo sapiens,blood
573.41289,Klebsiella pneumoniae strain HJM-ERG332,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5380559,57.693413,5365211,99.78,NA,NA,HJM-ERG332,Mexico,2016,Homo sapiens,urine
573.41291,Klebsiella pneumoniae strain NRZ-33224,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5330753,57.499317,5330753,99.78,NA,NA,NRZ-33224,NA,2017,Homo sapiens,genital swab
573.41292,Klebsiella pneumoniae strain 1864,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5882436,56.679256,5377315,99.78,NA,NA,1864,NA,2018,Homo sapiens,NA
573.41293,Klebsiella pneumoniae strain 1632,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5751710,57.15961,5480418,99.78,NA,NA,1632,NA,2018,Homo sapiens,NA
573.41299,Klebsiella pneumoniae strain NRZ-28775,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5196801,57.61455,5196801,99.78,0.11,NA,NRZ-28775,NA,2016,Homo sapiens,NA
573.41302,Klebsiella pneumoniae strain C11,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5445947,57.316753,5171985,99.78,NA,NA,C11,China,2018,Homo sapiens,sputum
573.41303,Klebsiella pneumoniae strain C1672,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5915234,56.372005,5345842,99.78,0.11,NA,C1672,China,2016,Homo sapiens,sputum
573.41304,Klebsiella pneumoniae strain C2051,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5702904,56.754383,5280286,99.78,0.22,NA,C2051,China,2015,Homo sapiens,blood
573.41308,Klebsiella pneumoniae strain KP1064WHY,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5965072,56.94758,5496402,99.78,0.99,NA,KP1064WHY,China,2019,Homo sapiens,blood
573.41309,Klebsiella pneumoniae strain KP200731214,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,9,5949458,56.90234,5412086,99.78,NA,NA,KP200731214,China,2020,Homo sapiens,NA
573.41311,Klebsiella pneumoniae strain SB1139,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5385248,57.31686,5385248,99.78,NA,NA,SB1139,NA,2002,Homo sapiens,feces
573.41312,Klebsiella pneumoniae strain SA12,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5661819,57.179893,5431677,99.78,NA,NA,SA12,NA,2008,Homo sapiens,liver abscess
573.41313,Klebsiella pneumoniae strain SB1170,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5644528,57.077457,5472677,99.78,NA,NA,SB1170,NA,2002,Homo sapiens,feces
573.41314,Klebsiella pneumoniae strain SB1067,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5510448,57.251354,5211784,99.78,NA,NA,SB1067,NA,2002,Homo sapiens,feces
573.41315,Klebsiella pneumoniae strain SB612,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,13,5908231,57.008434,5324939,99.78,NA,NA,SB612,NA,2000,Water,NA
573.41316,Klebsiella pneumoniae strain T69,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5564218,57.214222,5357592,99.78,0.22,NA,T69,NA,2010,Homo sapiens,liver abscess
573.41317,Klebsiella pneumoniae strain SA1,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5563569,57.144993,5324320,99.78,NA,NA,SA1,NA,2008,Homo sapiens,Blood/pneumoniae
573.41318,Klebsiella pneumoniae strain SB615,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5180404,57.688995,5180404,99.78,NA,NA,SB615,NA,2000,Water,NA
573.41319,Klebsiella pneumoniae strain SB617,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5429624,57.296234,5301905,99.78,0.11,NA,SB617,NA,2000,Water,NA
573.4132,Klebsiella pneumoniae strain SB2390,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5697330,57.085495,5346560,99.78,NA,NA,SB2390,NA,2002,Homo sapiens,Urinary tract
573.41321,Klebsiella pneumoniae strain 04A025,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5504965,57.267994,5351706,99.78,0.11,NA,04A025,NA,1997,Homo sapiens,blood
573.41322,Klebsiella pneumoniae strain SB611,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,9,5788054,56.888344,5336167,99.67,NA,NA,SB611,NA,2000,Water,NA
573.41323,Klebsiella pneumoniae strain BJ1,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5258072,57.597767,5258072,99.78,NA,NA,BJ1,NA,2011,Homo sapiens,liver abscess
573.41324,Klebsiella pneumoniae strain 03-9138-2,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5157573,57.404095,5157573,99.78,0.44,NA,03-9138-2,NA,2003,Homo sapiens,Anal abscess
573.41325,Klebsiella pneumoniae strain KP18-2110-2,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5838658,56.80845,5330391,99.78,NA,NA,KP18-2110-2,NA,2018,Homo sapiens,blood
573.41326,Klebsiella pneumoniae strain Kp36336,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,6085754,56.429684,5315153,99.78,NA,NA,Kp36336,Belgium,2019,Homo sapiens,Tissue samples
573.42339,Klebsiella pneumoniae strain Kp1,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5338291,57.34116,5226596,99.78,NA,NA,Kp1,China,2020,Homo sapiens,feces
573.4234,Klebsiella pneumoniae strain Kp1604,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5459550,57.19409,5205350,99.78,NA,NA,Kp1604,China,2015,Homo sapiens,blood
573.42344,Klebsiella pneumoniae strain NRZ-13822,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5370022,57.33763,5370022,99.78,NA,NA,NRZ-13822,NA,2014,Homo sapiens,NA
573.42345,Klebsiella pneumoniae strain NRZ-03405,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5351782,57.378574,5351782,99.78,NA,NA,NRZ-03405,NA,2012,Homo sapiens,NA
573.42346,Klebsiella pneumoniae strain 59062CZ,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5811085,56.971478,5350752,99.55,0.22,NA,59062CZ,Czech Republic,2020,Homo sapiens,urine
573.42347,Klebsiella pneumoniae strain 51135CZ,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5619473,57.319485,5455675,99.33,NA,NA,51135CZ,Czech Republic,2019,Homo sapiens,urine
573.42372,Klebsiella pneumoniae strain 8695,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,5,5885809,57.014202,5480714,99.78,NA,NA,8695,China,2020,Homo sapiens,NA
573.43312,Klebsiella pneumoniae strain KP_3,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5562023,57.115746,5331479,99.78,NA,NA,KP_3,Tanzania,2018,NA,soil/stream/plastic litter
573.43313,Klebsiella pneumoniae strain TH12852,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5531835,57.098515,5531835,99.78,NA,NA,TH12852,China,NA,Homo sapiens,blood
573.43314,Klebsiella pneumoniae strain TH12908,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,1,5692842,57.156033,5692842,99.78,0.11,NA,TH12908,China,NA,Homo sapiens,blood
573.43317,Klebsiella pneumoniae strain KP53,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5829237,56.60022,5323119,99.78,0.11,NA,KP53,China,2016,housefly,NA
573.43318,Klebsiella pneumoniae strain YZH2487,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5720680,57.021595,5288730,99.78,0.11,NA,YZH2487,China,2020,Homo sapiens,sputum
573.4335,Klebsiella pneumoniae strain KP-PA,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5761820,56.73657,5379443,99.78,5.87,NA,KP-PA,NA,NA,Homo sapiens,NA
573.43352,Klebsiella pneumoniae strain BD-41,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,8,5811634,56.819992,5460353,99.78,NA,NA,BD-41,NA,2018,Homo sapiens,NA
573.43419,Klebsiella pneumoniae strain BD-14,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5708086,56.74,5310552,99.78,NA,NA,BD-14,NA,2018,Homo sapiens,NA
573.4342,Klebsiella pneumoniae strain BD-13,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5734525,56.961002,5515591,99.78,0.22,NA,BD-13,NA,2018,Homo sapiens,NA
573.43421,Klebsiella pneumoniae strain 7011.62,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5706648,56.739647,5309377,99.78,NA,NA,7011.62,NA,2018,Homo sapiens,NA
573.43422,Klebsiella pneumoniae strain 7008.20,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,7,5870019,56.89041,5368754,99.78,NA,NA,7008.20,NA,2018,Homo sapiens,rectal swab
573.43423,Klebsiella pneumoniae strain 6911.28,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5441835,57.364822,5328020,99.78,0.11,NA,6911.28,NA,2018,Homo sapiens,blood
573.43424,Klebsiella pneumoniae strain 6712.08,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5652918,57.02299,5452171,99.78,0.11,NA,6712.08,NA,2018,Homo sapiens,NA
573.43425,Klebsiella pneumoniae strain 6711.43,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5676882,57.11156,5408312,99.78,NA,NA,6711.43,NA,2018,Homo sapiens,rectal swab
573.43426,Klebsiella pneumoniae strain 6710.71,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5630871,57.0524,5463351,99.78,0.22,NA,6710.71,NA,2018,Homo sapiens,NA
573.43427,Klebsiella pneumoniae strain 6709.15-I,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5521180,57.142567,5413231,99.78,NA,NA,6709.15-I,NA,2018,Homo sapiens,urine
573.43428,Klebsiella pneumoniae strain 6611.48,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5537776,57.151985,5429892,99.78,NA,NA,6611.48,NA,2017,Homo sapiens,urine
573.43429,Klebsiella pneumoniae strain 6604.68,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5565437,57.12283,5428359,99.78,NA,NA,6604.68,NA,2017,Homo sapiens,blood
573.4343,Klebsiella pneumoniae strain 5208.51,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5647468,57.16229,5217870,99.78,0.11,NA,5208.51,NA,2013,Homo sapiens,NA
573.43431,Klebsiella pneumoniae strain 4906.28,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,7,5794280,56.871536,5481132,99.78,NA,NA,4906.28,NA,2013,Homo sapiens,Tracheobronchial
573.43432,Klebsiella pneumoniae strain 400195-2-18,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5919753,56.69184,5442703,99.78,NA,NA,400195-2-18,NA,2018,Homo sapiens,NA
573.43433,Klebsiella pneumoniae strain 400195-1-18,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5919869,56.691456,5442819,99.78,NA,NA,400195-1-18,NA,2018,Homo sapiens,NA
573.43434,Klebsiella pneumoniae strain 0213293972,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5489652,57.118046,5301391,99.78,NA,NA,0213293972,NA,2020,Homo sapiens,urine
573.43435,Klebsiella pneumoniae strain 1613258639,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,8,5680788,57.00852,5372920,99.78,0.11,NA,1613258639,NA,2020,Homo sapiens,rectal swab
573.43436,Klebsiella pneumoniae strain 1613163991,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5409660,57.398598,5342716,99.78,NA,NA,1613163991,NA,2020,Homo sapiens,urine
573.43437,Klebsiella pneumoniae strain 1613015451,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,4,5618111,57.138317,5340602,99.78,NA,NA,1613015451,NA,2020,Homo sapiens,urine
573.43438,Klebsiella pneumoniae strain 1230_0791_KP,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,5,5786584,56.709812,5325495,99.78,NA,NA,1230_0791_KP,NA,2018,Homo sapiens,NA
573.43439,Klebsiella pneumoniae strain 0113481141,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,6,5810429,56.953075,5533068,99.78,NA,NA,0113481141,NA,2020,Homo sapiens,urine
573.4344,Klebsiella pneumoniae strain 53357,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5804488,56.985714,5478652,99.78,NA,NA,53357,NA,NA,Homo sapiens,NA
573.43441,Klebsiella pneumoniae strain 53334,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5358866,57.38951,5059681,99.78,NA,NA,53334,NA,NA,Homo sapiens,NA
573.43442,Klebsiella pneumoniae strain 53322,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,3,5723345,56.861275,5373674,99.78,0.22,NA,53322,NA,NA,Homo sapiens,NA
573.43443,Klebsiella pneumoniae strain 50700,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,6,5932249,56.93286,5473619,99.78,NA,NA,50700,NA,NA,Homo sapiens,NA
573.43444,Klebsiella pneumoniae strain 56661,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,11,5951238,56.599854,5370996,99.78,NA,NA,56661,NA,NA,Homo sapiens,NA
573.43445,Klebsiella pneumoniae strain 49088,meropenem,Resistant,NA,NA,NA,NA,NA,NA,Complete,Good,4,5840090,56.949566,5437539,99.78,0.11,NA,49088,NA,NA,Homo sapiens,NA
573.43446,Klebsiella pneumoniae strain 56575,meropenem,Susceptible,NA,NA,NA,NA,NA,NA,Complete,Good,2,5348798,57.30196,5140269,99.78,NA,NA,56575,NA,NA,Homo sapiens,NA
