genome_id,genome_name,other_names,ncbi_taxon_id,taxon_lineage_i_ds,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,p_h1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference,genome_quality,completion_date,publication,authors,bio_project_accession,bio_sample_accession,assembly_accession,sra_accession,gen_bank_accessions,sequencing_center,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,size,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,check_m_contamination,check_m_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,state_province,county,city,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_sex,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
573.58354,Klebsiella pneumoniae GDFK0181,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,GDFK0181,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-08T00:00:00Z,NA,NA,PRJNA1000265,SAMN36766149,GCA_030685615.1,NA,CP131487,NA,NA,PacBio RSII,100.0x,HGAP v. 3.0,NA,NA,1,5350988,57.588787,1,5350988,86,25,NA,5142,99.6,98.8,NA,100,NA,Puncture fluid,NA,2019,2019,NA,China,NA,NA,NA,Asia,China: shandong,NA,Homo sapiens,Human,NA,NA,Hepatic abscess,Human,NA,NA,NA,collected_by:a public hospital,NA,2023-09-06T13:08:48Z,2023-09-06T13:08:48Z
573.58355,Klebsiella pneumoniae GDFK0508,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,GDFK0508,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-08T00:00:00Z,NA,NA,PRJNA1000269,SAMN36766156,GCA_030685635.1,NA,CP131488,NA,NA,PacBio RSII,100.0x,HGAP v. 3.0,NA,NA,1,5451191,57.444126,1,5451191,87,25,NA,5286,99.6,98.7,NA,100,NA,sputum,NA,2016,2016,NA,China,NA,NA,NA,Asia,China: Shanaxi,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:a teaching hospital,NA,2023-09-06T13:08:44Z,2023-09-06T13:08:44Z
573.58396,Klebsiella pneumoniae CRKP-F1,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,CRKP-F1,NA,NA,NA,MLST.klebsiella.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-13T00:00:00Z,NA,NA,PRJNA985853,SAMN35811324,GCA_030717725.1,NA,"CP132042,CP132044,CP132043,CP132045,CP132046,CP132047",NA,NA,Illumina HiSeq; PacBio RSII,100.0x,SOAPdenovo v. v. 2.04; unicycler v. v.,NA,5,6,5843268,56.967403,1,5429661,84,25,NA,5891,99.5,98,NA,100,NA,feces,NA,2021-03-25,2021,NA,NA,NA,NA,NA,NA,NA,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,sample_type:pure culture,NA,2023-09-07T03:21:32Z,2023-09-07T03:21:32Z
573.58397,Klebsiella pneumoniae CRKP-B8,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,CRKP-B8,NA,NA,NA,MLST.klebsiella.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-13T00:00:00Z,NA,NA,PRJNA985853,SAMN35811331,GCA_030717705.1,NA,"CP132048,CP132050,CP132049,CP132051,CP132052,CP132053",NA,NA,Illumina HiSeq; PacBio RSII,100.0x,SOAPdenovo v. v. 2.04; unicycler v. v.,NA,5,6,5938675,56.974644,1,5506140,85,25,NA,5988,99.4,97.9,NA,100,NA,blood,NA,2022-03-17,2022,NA,NA,NA,NA,NA,NA,NA,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,sample_type:pure culture,NA,2023-09-07T03:21:29Z,2023-09-07T03:21:29Z
573.58408,Klebsiella pneumoniae 505107,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,505107,NA,NA,NA,MLST.klebsiella.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071316,GCA_030845375.1,NA,"CP132603,CP132604,CP132605",NA,NA,PacBio,260x,Trycycler v. 0.5.3,NA,2,3,5352160,57.38515,1,5045819,86,25,NA,5269,80.8,79.2,3.4,60.4,NA,NA,NA,2016-05-04,2016,NA,Egypt,NA,NA,NA,Africa,Egypt,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:33Z,2023-09-07T05:27:33Z
573.58409,Klebsiella pneumoniae 489766,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,489766,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071315,GCA_030845395.1,NA,"CP132606,CP132607,CP132608",NA,NA,PacBio,560x,Trycycler v. 0.5.3,NA,2,3,5706299,57.04852,1,5405835,84,25,NA,5595,80.3,78,4.1,60.2,NA,respiratory,NA,2014-09-12,2014,NA,Ukraine,NA,NA,NA,Europe,Ukraine,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:40Z,2023-09-07T05:27:40Z
573.5841,Klebsiella pneumoniae 352310,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,352310,NA,NA,NA,MLST.klebsiella.3663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071314,GCA_030845415.1,NA,"CP132609,CP132610,CP132611,CP132612",NA,NA,PacBio,320x,Trycycler v. 0.5.3,NA,3,4,5778228,56.946022,1,5338921,83,25,NA,5725,79.8,77.4,3.9,60.4,NA,wound,NA,2015-11-01,2015,NA,Germany,NA,NA,NA,Europe,Germany,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:36Z,2023-09-07T05:27:36Z
573.58411,Klebsiella pneumoniae 25188,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,25188,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071313,GCA_030845435.1,NA,"CP132613,CP132614",NA,NA,PacBio,320x,Trycycler v. 0.5.3,NA,1,2,5689902,57.167313,1,5460273,87,25,NA,5590,80.3,78,4.1,60.2,NA,urine,NA,2014-06-16,2014,NA,USA,NA,NA,NA,North America,USA:California,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:44Z,2023-09-07T05:27:44Z
573.58412,Klebsiella pneumoniae 582610,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,582610,NA,NA,NA,MLST.klebsiella.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071312,GCA_030845455.1,NA,"CP132615,CP132616,CP132617",NA,NA,Oxford Nanopore MinION,640x,Trycycler v. 0.5.3,NA,2,3,5683363,57.154648,1,5359510,88,25,NA,5585,80.2,78,4.1,60.5,NA,respiratory,NA,2017-10-10,2017,NA,Thailand,NA,NA,NA,Asia,Thailand,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:32:34Z,2023-09-07T05:32:34Z
573.58413,Klebsiella pneumoniae 474269,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,474269,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071311,GCA_030845475.1,NA,"CP132618,CP132619,CP132620",NA,NA,Oxford Nanopore MinION,260x,Trycycler v. 0.5.3,NA,2,3,5817617,56.9341,1,5373041,89,25,NA,5727,80.5,78.1,4.1,60.5,NA,urine,NA,2016-03-30,2016,NA,USA,NA,NA,NA,North America,USA:Hawaii,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:48Z,2023-09-07T05:27:48Z
573.58414,Klebsiella pneumoniae 16006,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,16006,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071310,GCA_030845495.1,NA,"CP132621,CP132622",NA,NA,PacBio,400x,Trycycler v. 0.5.3,NA,1,2,5694156,57.051933,1,5469486,85,25,NA,5577,80.1,77.8,4.1,60.2,NA,respiratory,NA,2012-11-21,2012,NA,USA,NA,NA,NA,North America,USA:North Caroline,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:33:30Z,2023-09-07T05:33:30Z
573.58415,Klebsiella pneumoniae 15056,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,15056,NA,NA,NA,MLST.klebsiella.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071309,GCA_030845515.1,NA,"CP132623,CP132624,CP132625,CP132626,CP132627,CP132628",NA,NA,Oxford Nanopore MinION,460x,Trycycler v. 0.5.3,NA,5,6,5968211,56.5476,1,5421761,91,25,NA,5996,80.4,78.5,3.9,60.2,NA,wound,NA,2013-02-04,2013,NA,Afghanistan,NA,NA,NA,Asia,Afghanistan:Kabul,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:36Z,2023-09-07T05:28:36Z
573.58416,Klebsiella pneumoniae 7835,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,7835,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071308,GCA_030845535.1,NA,"CP132629,CP132630",NA,NA,PacBio,280x,Trycycler v. 0.5.3,NA,1,2,5687566,57.165333,1,5459030,87,25,NA,5591,80.3,78,4.1,60.2,NA,blood,NA,2012-03-02,2012,NA,USA,NA,NA,NA,North America,USA:Virginia,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:23Z,2023-09-07T05:28:23Z
573.58417,Klebsiella pneumoniae 110821,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,110821,NA,NA,NA,MLST.klebsiella.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071307,GCA_030845555.1,NA,"CP132631,CP132632,CP132633",NA,NA,Oxford Nanopore MinION,140x,Trycycler v. 0.5.3,NA,2,3,5768604,56.678272,1,5330369,86,25,NA,5862,80,78,3.7,60.4,NA,Surveillance,NA,2022-11-26,2022,NA,Germany,NA,NA,NA,Europe,Germany,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:07Z,2023-09-07T05:28:07Z
573.58418,Klebsiella pneumoniae 589394,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,589394,NA,NA,NA,MLST.klebsiella.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071306,GCA_030845575.1,NA,"CP132634,CP132635,CP132636,CP132637",NA,NA,PacBio,660x,Trycycler v. 0.5.3,NA,3,4,5737974,56.939297,1,5340491,88,25,NA,5636,80.3,78.3,3.9,60.4,NA,wound,NA,2018-07-16,2018,NA,Afghanistan,NA,NA,NA,Asia,Afghanistan:Bagram,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:59Z,2023-09-07T05:27:59Z
573.58419,Klebsiella pneumoniae 589376,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,589376,NA,NA,NA,MLST.Klebsiella_pneumoniae.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071305,GCA_030845595.1,NA,"CP132638,CP132639,CP132640,CP132641,CP132642,CP132643,CP132644",NA,NA,Oxford Nanopore MinION,440x,Trycycler v. 0.5.3,NA,6,7,5877788,56.949333,1,5340492,90,25,NA,5778,80.3,77.2,6.6,60.4,NA,respiratory,NA,2018-07-15,2018,NA,Afghanistan,NA,NA,NA,Asia,Afghanistan:Bagram,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:32Z,2023-09-07T05:28:32Z
573.5842,Klebsiella pneumoniae 576901,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,576901,NA,NA,NA,MLST.klebsiella.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071304,GCA_030845615.1,NA,"CP132645,CP132646,CP132647,CP132648",NA,NA,PacBio,320x,Trycycler v. 0.5.3,NA,3,4,5737208,56.94099,1,5339724,88,25,NA,5634,80.3,78.3,3.9,60.4,NA,wound,NA,2018-06-09,2018,NA,Afghanistan,NA,NA,NA,Asia,Afghanistan:Bagram,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:11Z,2023-09-07T05:28:11Z
573.58421,Klebsiella pneumoniae 550037,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,550037,NA,NA,NA,MLST.klebsiella.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071303,GCA_030845635.1,NA,"CP132649,CP132650",NA,NA,PacBio,640x,Trycycler v. 0.5.3,NA,1,2,5396302,57.259953,1,5192349,85,25,NA,5255,80.6,78.7,3.6,60.2,NA,respiratory,NA,2017-07-05,2017,NA,Uganda,NA,NA,NA,Africa,Uganda,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:27:52Z,2023-09-07T05:27:52Z
573.58422,Klebsiella pneumoniae 544090,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,544090,NA,NA,NA,MLST.klebsiella.6249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071302,GCA_030845655.1,NA,"CP132651,CP132652",NA,NA,PacBio,200x,Trycycler v. 0.5.3,NA,1,2,5475965,57.34003,1,5281601,86,25,NA,5377,80.5,78.5,3.9,60.2,NA,blood,NA,2017-12-05,2017,NA,USA,NA,NA,NA,North America,USA:Maryland,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:19Z,2023-09-07T05:28:19Z
573.58423,Klebsiella pneumoniae 517485,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,517485,NA,NA,NA,MLST.klebsiella.1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071301,GCA_030845675.1,NA,"CP132653,CP132654,CP132655,CP132656,CP132657,CP132658,CP132659",NA,NA,PacBio,240x,Trycycler v. 0.5.3,NA,6,7,6054606,56.55245,1,5525412,88,25,NA,6244,80.2,78.3,3.9,60.2,NA,NA,NA,2014-12-15,2014,NA,Egypt,NA,NA,NA,Africa,Egypt,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:56Z,2023-09-07T05:28:56Z
573.58424,Klebsiella pneumoniae 489775,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,489775,NA,NA,NA,MLST.klebsiella.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071300,GCA_030845695.1,NA,"CP132660,CP132661,CP132662,CP132663",NA,NA,PacBio,680x,Trycycler v. 0.5.3,NA,3,4,5856851,56.625668,1,5336117,86,25,NA,5905,80.4,78,3.9,60.5,NA,wound,NA,2015-03-26,2015,NA,Ukraine,NA,NA,NA,Europe,Ukraine,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:51Z,2023-09-07T05:28:51Z
573.58425,Klebsiella pneumoniae 480738,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,480738,NA,NA,NA,MLST.klebsiella.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2023-08-20T00:00:00Z,NA,NA,PRJNA981468,SAMN36071299,GCA_030845715.1,NA,"CP132664,CP132665,CP132666,CP132667,CP132668",NA,NA,PacBio,340x,Trycycler v. 0.5.3,NA,4,5,5702676,56.953823,1,5267492,88,25,NA,5614,80.3,78.3,3.6,60.4,NA,respiratory,NA,2017-05-29,2017,NA,Thailand,NA,NA,NA,Asia,Thailand,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Multidrug Resistance Surveillance Network,NA,2023-09-07T05:28:40Z,2023-09-07T05:28:40Z
